player_id,full_name,team_name,position,now_cost,most_recent_gameweek_played,average_points,average_points_l3,average_goals_scored,average_goals_scored_l3,average_assists,average_assists_l3,average_clean_sheets,average_clean_sheets_l3,average_goals_conceded,average_goals_conceded_l3,average_expected_goals,average_expected_goals_l3,average_expected_assists,average_expected_assists_l3,average_expected_goals_conceded,average_expected_goals_conceded_l3,avg_xg_and_xa_l3,now_cost_per_avg_l3_points,now_cost_per_avg_l3_xg_and_xa,now_cost_per_avg_l3_xg_conceded,season
526,Luis Guilherme Lira dos Santos,West Ham,Midfielder,4.6,37.0,0.32,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.01,0.04,0.0,0.0,0.07,0.03,0.01,13.94,460.0,153.33,2024_2025
7,Jorge Luiz Frello Filho,Arsenal,Midfielder,4.6,37.0,0.53,0.33,0.0,0.0,0.0,0.0,0.05,0.0,0.18,0.0,0.0,0.0,0.02,0.0,0.16,0.07,0.0,13.94,inf,65.71,2024_2025
420,Joe Willock,Newcastle,Midfielder,4.7,38.0,1.21,0.33,0.0,0.0,0.05,0.0,0.11,0.0,0.42,0.33,0.04,0.02,0.02,0.0,0.4,0.27,0.04,14.24,117.5,17.41,2024_2025
77,Alex Scott,Burnley,Midfielder,4.7,38.0,0.68,0.33,0.0,0.0,0.0,0.0,0.08,0.0,0.21,0.33,0.02,0.02,0.03,0.04,0.27,0.31,0.06,14.24,78.33,15.16,2024_2025
343,Oscar Bobb,Man City,Midfielder,4.7,37.0,0.08,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.33,0.0,0.0,0.0,0.0,0.01,0.1,0.0,14.24,inf,47.0,2024_2025
429,Danilo dos Santos de Oliveira,Nott'm Forest,Midfielder,4.7,37.0,0.29,0.33,0.0,0.0,0.0,0.0,0.03,0.0,0.11,0.33,0.0,0.0,0.0,0.0,0.13,0.06,0.0,14.24,inf,78.33,2024_2025
508,Guglielmo Vicario,Spurs,Goalkeeper,4.8,38.0,1.74,0.33,0.0,0.0,0.0,0.0,0.11,0.0,0.97,1.33,0.0,0.0,0.0,0.0,0.88,0.76,0.0,14.55,inf,6.32,2024_2025
470,Paul Onuachu,Sunderland,Forward,4.9,38.0,1.34,0.33,0.11,0.0,0.03,0.0,0.03,0.0,0.68,0.33,0.1,0.0,0.01,0.0,0.64,0.15,0.1,14.85,49.0,32.67,2024_2025
607,Nico O'Reilly,Man City,Midfielder,4.9,36.0,0.82,0.33,0.05,0.0,0.0,0.0,0.08,0.0,0.08,0.0,0.03,0.0,0.02,0.0,0.14,0.0,0.03,14.85,163.33,inf,2024_2025
652,Manuel Ugarte,Man Utd,Midfielder,4.9,36.0,1.4,0.33,0.03,0.0,0.06,0.0,0.11,0.0,0.94,1.0,0.03,0.0,0.02,0.01,0.84,0.51,0.04,14.85,122.5,9.61,2024_2025
654,Carlos Soler,West Ham,Midfielder,5.0,36.0,1.34,0.33,0.03,0.0,0.03,0.0,0.06,0.0,0.71,0.33,0.05,0.04,0.06,0.21,0.82,0.7,0.26,15.15,19.23,7.14,2024_2025
134,James Milner,Brentford,Midfielder,5.0,38.0,0.16,0.33,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,15.15,inf,inf,2024_2025
772,Willian Borges da Silva,Everton,Midfielder,5.0,36.0,0.93,0.33,0.0,0.0,0.0,0.0,0.07,0.0,0.21,0.0,0.02,0.0,0.05,0.02,0.32,0.03,0.04,15.15,125.0,166.67,2024_2025
369,Diogo Dalot Teixeira,Man Utd,Defender,5.0,38.0,2.5,0.33,0.0,0.0,0.11,0.0,0.21,0.0,1.18,0.0,0.05,0.01,0.06,0.0,1.24,0.01,0.05,15.15,100.0,500.0,2024_2025
64,Lewis Cook,Burnley,Midfielder,5.0,37.0,2.16,0.33,0.03,0.0,0.11,0.0,0.13,0.0,1.16,1.33,0.02,0.0,0.1,0.01,1.19,0.81,0.03,15.15,166.67,6.17,2024_2025
53,Jacob Ramsey,Aston Villa,Midfielder,5.4,38.0,1.74,0.33,0.03,0.0,0.11,0.0,0.13,0.33,0.68,0.67,0.04,0.04,0.06,0.02,0.63,0.5,0.06,16.36,90.0,10.8,2024_2025
57,Youri Tielemans,Aston Villa,Midfielder,5.5,38.0,3.18,0.33,0.08,0.0,0.18,0.0,0.18,0.0,1.21,0.67,0.09,0.06,0.15,0.0,1.15,0.47,0.09,16.67,61.11,11.7,2024_2025
424,Taiwo Awoniyi,Nott'm Forest,Forward,5.5,36.0,0.84,0.33,0.03,0.0,0.0,0.0,0.03,0.0,0.26,0.0,0.06,0.0,0.0,0.0,0.18,0.05,0.06,16.67,91.67,110.0,2024_2025
166,Kiernan Dewsbury-Hall,Brighton,Midfielder,5.5,38.0,0.47,0.33,0.0,0.0,0.03,0.0,0.0,0.0,0.08,0.0,0.01,0.0,0.01,0.0,0.1,0.2,0.01,16.67,550.0,27.5,2024_2025
418,Kieran Trippier,Newcastle,Defender,5.6,38.0,1.89,0.33,0.0,0.0,0.08,0.0,0.16,0.0,0.47,0.33,0.0,0.01,0.04,0.02,0.45,0.19,0.02,16.97,280.0,29.47,2024_2025
611,Sam Szmodics,Fulham,Midfielder,5.7,38.0,1.42,0.33,0.11,0.0,0.0,0.0,0.05,0.0,0.47,0.33,0.09,0.0,0.01,0.0,0.61,0.03,0.09,17.27,63.33,190.0,2024_2025
527,Lucas Tolentino Coelho de Lima,West Ham,Midfielder,5.7,38.0,2.11,0.33,0.11,0.0,0.03,0.0,0.11,0.0,1.32,0.33,0.14,0.05,0.09,0.01,1.14,0.29,0.15000000000000002,17.27,38.0,19.66,2024_2025
785,Claudio Echeverri,Man City,Midfielder,5.8,38.0,0.09,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.15,0.0,17.58,inf,38.67,2024_2025
550,Hwang Hee-chan,Wolves,Midfielder,6.1,37.0,0.97,0.33,0.05,0.0,0.03,0.0,0.0,0.0,0.5,0.33,0.02,0.0,0.01,0.0,0.33,0.16,0.02,18.48,305.0,38.12,2024_2025
492,Dejan Kulusevski,Spurs,Midfielder,6.2,36.0,3.08,0.33,0.18,0.0,0.11,0.0,0.16,0.0,1.08,0.0,0.11,0.01,0.11,0.0,1.12,0.06,0.11,18.79,56.36,103.33,2024_2025
28,Leon Bailey,Aston Villa,Midfielder,6.2,37.0,1.24,0.33,0.03,0.0,0.05,0.0,0.05,0.0,0.5,0.0,0.05,0.0,0.08,0.0,0.37,0.0,0.05,18.79,124.0,inf,2024_2025
360,Rodrigo 'Rodri' Hernandez,Man City,Midfielder,6.2,37.0,0.08,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.33,0.0,0.0,0.0,0.0,0.01,0.1,0.0,18.79,inf,62.0,2024_2025
329,Alexis Mac Allister,Liverpool,Midfielder,6.2,36.0,3.21,0.33,0.13,0.0,0.16,0.0,0.37,0.0,0.63,0.33,0.08,0.0,0.15,0.05,0.64,0.28,0.13,18.79,47.69,22.14,2024_2025
349,Jack Grealish,Man City,Midfielder,6.4,37.0,1.0,0.33,0.03,0.0,0.03,0.0,0.05,0.0,0.26,0.33,0.03,0.0,0.04,0.0,0.3,0.1,0.03,19.39,213.33,64.0,2024_2025
4,Kai Havertz,Arsenal,Forward,7.7,38.0,2.55,0.33,0.24,0.0,0.08,0.0,0.18,0.0,0.53,0.0,0.25,0.05,0.04,0.01,0.51,0.11,0.26,23.33,29.62,70.0,2024_2025
